CID,CD_DESCRICAO
O601,Trabalho de parto pré-termo com parto pré-termo
H728,Outr perfuracoes da membrana do timpano
B019,Varicela s/complic
G529,Transt de nervo craniano NE
F518,Outr transt do sono dev fat nao-organicos
A748,Outr doenc causadas p/clamidias
S222,Frat do esterno
N328,Outr transt espec da bexiga
O35,Assist prest mae anorm lesao fet conhec susp
Y082,Escolas outr instit areas admin publica
J207,Bronquite aguda dev echovirus
Q242,Cor triatriatum
T300,Queim parte do corpo NE grau NE
K770,Transt hepaticos doenc infecc e parasit COP
T190,Corpo estranho na uretra
G572,Lesao do nervo femoral
D022,Bronquios e pulmoes
Z237,Necess imunizacao somente contra coqueluche
X64,Auto-int intenc out drog med subst biolog NE
Z108,Exame geral de rotina outr subpop definida
X081,Habitacao coletiva
B217,Doenc p/HIV result em mult neopl malig
X114,Rua e estrada
T034,Luxac entors dist env reg mult membr sup inf
I310,Pericardite adesiva cronica
O232,Infecc da uretra na gravidez
W526,Areas industriais e em construcao
B201,Doenc p/HIV result outr infecc bacter
O670,Hemorragia intraparto c/defic de coagulacao
C089,Gland salivar maior NE
E310,Insuf poliglandular auto-imune
E73,Intolerancia a lactose
D152,Mediastino
Z881,Hist pessoal alergia outr agente antibiotico
N810,Uretrocele femin
L668,Outr form de alopecia cicatricial
L702,Acne varioliforme
N75,Doenc da gland de Bartholin
J941,Fibrotorax
Y77,Disp utiliz oftalmo assoc incid adversos
C61,Neopl malig da prostata
E134,C/compl neurologicas
I65,Oclus/esten art pre-cereb q n res inf cereb
Z726,Mania de jogo e apostas
Q66,Deform congen do pe
C922,Leucemia mieloide subaguda
G318,Outr doenc degenerativas espec sist nervoso
K61,Abscesso das regioes anal e retal
X665,Areas de comercio e de servicos
A320,Listeriose cutanea
S203,Outr traum superf da parede anterior torax
B023,Herpes zoster oftalmico
S230,Ruptura traum disco intervertebral toracico
Y821,Disp p/fins terap aparelhagem reabilitacao
X878,Outr locais espec
R162,Hepatomegalia c/esplenomegalia NCOP
R790,Anormalidade nivel elementos minerais sangue
Y711,Disp p/fins terap aparelhagem reabilitacao
R876,Achados citologicos anormais
K863,Pseudocisto do pancreas
Q645,Ausencia congen da bexiga e da uretra
Q650,Luxacao congen unilateral do quadril
Q849,Malformacao congen NE do tegumento
Q132,Outr malformacoes congen da iris
T36,Intox p/antibioticos sistemicos
Z874,Hist pess doenc do aparelho geniturinario
M165,Outr coxartroses pos-traum
O009,Gravidez ectopica NE
H181,Ceratopatia bolhosa
T344,Geladura c/necrose de tec do braco
F68,Outr transt personalidade e comport adulto
D175,Neopl lipomatosa benig orgaos intra-abdomin
B199,Hepatite viral NE s/coma
W143,Area p/a pratica de esportes e atletismo
E89,Transt endocrinos e metab pos-proced NCOP
H282,Catarata em outr doenc COP
K115,Sialolitiase
Y741,Disp p/fins terap aparelhagem reabilitacao
T023,Frat envolv regioes mult de um membro infer
K599,Transt intestinal funcional NE
M151,Nodulos de Heberden
S269,Traum do coracao NE
W425,Areas de comercio e de servicos
Q20,Malform congen camaras e comunicacoes card
D22,Nevos melanociticos
P598,Ictericia neonatal dev outr causas espec
W173,Area p/a pratica de esportes e atletismo
L235,Dermatite alergica contato dev out prod quim
R936,Achados anorm exam diagn imagem dos membros
B06,Rubeola
Q241,Levocardia
D386,Orgao respirat NE
W882,Escolas outr instit areas admin publica
D234,Pele do couro cabeludo e do pescoco
F050,Delirium nao superposto demencia assim descr
T827,Inf reac inf dev out disp impl enx card vasc
Y891,Sequelas de operacoes de guerra
D294,Escroto
B974,Virus sincic resp como doenc class outr cap
X212,Escolas outr instit areas admin publica
Q354,Fenda bilateral dos palatos duro e mole
V231,Passageiro acid n-trans
Q403,Malformacao congen NE do estomago
M94,Outr transt das cartilagens
D289,Orgao genital femin NE
S374,Traum do ovario
N162,Transt renais tub-inter doen sang trans imun
L63,Alopecia areata
W873,Area p/a pratica de esportes e atletismo
M488,Outr espondilopatias espec
S322,Frat do coccix
X655,Areas de comercio e de servicos
V58,Ocup caminhonete traum acid transp s/colis
V555,Condutor acid trans
E841,Fibrose cistica c/manifestacoes intestinais
V020,Acid n-trans
T220,Queim ombro membr sup exc punho mao grau NE
E221,Hiperprolactinemia
J188,Outr pneumonias dev microorg NE
Q969,Sindr de Turner NE
V143,Pessoa traum ao subir ou descer do veic
A221,Carbunculo pulmonar
W272,Escolas outr instit areas admin publica
N941,Dispareunia
A638,Outr doenc espec de transm predom sexual
V844,Pessoa ao subir ou descer veic
T628,Outr subst nocivas ingeridas como alimento
K718,Doenc hepatica toxica c/outr transt figado
S02,Frat do cranio e dos ossos da face
X789,Local NE
O07,Falha de tentativa de aborto
Q54,Hipospadias
B820,Helmintiase intestinal NE
T704,Efeito dos fluidos em alta pressao
N391,Proteinuria persistente NE
D688,Outr defeitos espec da coagulacao
O00,Gravidez ectopica
N028,Outr
G11,Ataxia hereditaria
G90,Transt do sist nervoso autonomo
W410,Residencia
W445,Areas de comercio e de servicos
T531,Cloroformio
D10,Neopl benig da boca e da faringe
Z281,Imuniz nao real decis pac crenc grup pressao
P108,Outr lacerac hemorr intracr dev traum parto
S540,Traum do nervo cubital ao nivel do antebraco
S463,Traum do musculo e tendao do triceps
J853,Abscesso do mediastino
Z811,Historia familiar de abuso de alcool
X533,Area p/a pratica de esportes e atletismo
K625,Hemorragia do anus e do reto
R873,Nivel anormal subst origem essenc nao medic
N135,Torcao e estreitamento ureter s/hidronefrose
S500,Contusao do cotovelo
O349,Assist prest mae p/anorm orgaos pelvicos NE
V099,Acid transp NE
O94,Seqüelas de complicações da gravidez parto e puer
S611,Ferim de dedos c/lesao da unha
I518,Outr doenc mal definidas do coracao
I26,Embolia pulmonar
S008,Traum superf de outr partes da cabeca
X574,Rua e estrada
M60,Miosite
Q10,Malform congen palpebras ap lacrimal orbita
Y214,Rua e estrada
Z020,Exame p/admissao a instituicao educacional
T68,Hipotermia
X827,Fazenda
Z864,Historia pessoal de abuso subst psicoativas
X009,Local NE
D812,Imunodef comb grave c/num baix/norm celul B
F656,Transt mult da preferencia sexual
G028,Meningite em outr doenc infecc e parasit COP
Q001,Craniorraquisquise
L539,Afeccoes eritematosas NE
N164,Transt renais tubulo-interst doenc tec conj
O076,Out form NE falh abort compl hemor tard exc
O053,Incompleto c/outr complic ou c/complic NE
S94,Traum dos nervos ao nivel do tornozelo e pe
L232,Dermatite alergica de contato dev cosmeticos
S607,Traum superf mult do punho e da mao
Q359,Fenda palatina NE unilateral
L919,Afeccoes hipertroficas da pele NE
H505,Heteroforia
F64,Transt da identidade sexual
H33,Descolamentos e defeitos da retina
E781,Hipergliceridemia pura
C179,Intestino delgado NE
W932,Escolas outr instit areas admin publica
Q673,Plagiocefalia
C579,Orgao genital femin NE
T047,Traum esm torax abd part inf dors pelv membr
X482,Escolas outr instit areas admin publica
Y003,Area p/a pratica de esportes e atletismo
T58,Efeito toxico de monoxido de carbono
K145,Lingua escrotal
F145,Transt psicotico
S65,Traum de vasos sanguineos nivel punho e mao
J03,Amigdalite aguda
T921,Sequelas de frat do braco
Q603,Hipoplasia renal unilateral
A830,Encefalite japonesa
G598,Outr mononeuropatias em doenc COP
R53,Mal estar fadiga
M166,Outr coxartroses secund bilaterais
Q790,Hernia diafragmatica congen
A311,Infecc cutanea micobacteriana
X269,Local NE
W257,Fazenda
C14,Neop mal out loc mal def labio cav oral far
X309,Local NE
Q050,Espinha bifida cervical c/hidrocefalia
Q543,Hipospadia perineal
I700,Aterosclerose da aorta
Q631,Rim lobulado fundido ou em ferradura
P23,Pneumonia congen
X487,Fazenda
O291,Complic card anestesia admin durante grav
J840,Afeccoes alveolares e parieto-alveolares
V151,Passageiro em acid n-trans
Y49,Subst psicotropicas NCOP
S22,Frat de costelas esterno e coluna toracica
X018,Outr locais espec
S855,Traum da veia poplitea
X592,Escolas outr instit areas admin publica
H050,Inflam aguda da orbita
N988,Outr complic assoc a fecundacao artificial
M613,Calcificacao e ossificacao musc assoc queim
Y320,Residencia
G31,Outr doenc degenerativas sist nervoso NCOP
X709,Local NE
D227,Nevo melanocitico membros infer incl quadril
K909,Ma-absorcao intestinal SOE
X763,Area p/a pratica de esportes e atletismo
X370,Residencia
I28,Outr doenc dos vasos pulmonares
Q149,Malformacao congen NE camara posterior olho
I120,Doenc renal hipertensiva c/insuf renal
X515,Areas de comercio e de servicos
W417,Fazenda
V449,Ocupante NE acid trans
D102,Assoalho da boca
S12,Frat do pescoco
A671,Lesoes intermediarias da pinta
Y519,Outr drog atuam prim s/sist nerv auton e NE
J61,Pneumoconiose dev amianto outr fibr minerais
Q801,Ictiose ligada ao cromossomo X
T234,Corrosao do punho e da mao grau NE
D281,Vagina
F330,Transt depressivo recorr episodio atual leve
H545,Visao subnormal em um olho
W38,Explosao ruptura outr ap pressurizados espec
Y252,Escolas outr instit areas admin publica
T46,Intox subst que atuam prim sobre ap circul
T361,Cefalosporinas e outr betalactaminas
N085,Transt glomerulares doenc sist tec conjunt
B571,Form aguda doenc de Chagas s/compr cardiaco
C131,Prega ariepiglotica face hipofaringea
I607,Hemorragia subarac prov arteria intracran NE
H92,Otalgia e secrecao auditiva
A52,Sifilis tard
A549,Infecc gonococica NE
D62,Anemia aguda pos-hemorragica
A198,Outr tuberc miliares
S321,Frat do sacro
I693,Sequelas de infarto cerebral
B213,Doenc p/HIV out neop mal tec linf hemat corr
E788,Outr disturbios metabolismo de lipoproteinas
S101,Outr traum superf da garganta e os NE
N995,Mau funcionamento abertura ext trato urin
W358,Outr locais espec
Z034,Observacao p/suspeita de infarto miocardio
C442,Pele da orelha e do conduto auditivo externo
N142,Nefropatia induz drog medic subst biolog NE
B602,Naegleriase
Z340,Supervisao de primeira gravidez normal
D360,Ganglios linfaticos
M315,Arterite celulas gigantes polimialgia reumat
O70,Laceracao do perineo durante o parto
Q370,Fenda bilateral palato duro c/fenda labial
H722,Outr perfuracoes marginais membrana timpano
F129,Transt mental ou comport NE
T86,Falha rejeicao orgaos e tec transplantados
V104,Condutor em acid trans
Z319,Medida procriativa NE
V140,Condutor em acid n-trans
S309,Traum superf parte NE abdome dorso e pelve
A38,Escarlatina
K118,Outr doenc das gland salivares
X834,Rua e estrada
Q621,Atresia e estenose do ureter
Y721,Disp p/fins terap aparelhagem reabilitacao
T135,Traum musculo tendao NE membro inf nivel NE
S246,Traum de nervo do torax NE
X924,Rua e estrada
H661,Otite media tubotimpanica supurativa cronica
X368,Outr locais espec
O811,Parto p/forceps da cavidade mediana
T794,Choque traum
S763,Traum musculo e tendao musc post nivel coxa
X003,Area p/a pratica de esportes e atletismo
X207,Fazenda
N811,Cistocele
P038,Fet rec-nasc afet out comp esp trb part part
S30,Traum superf do abdome do dorso e da pelve
S409,Traum superf NE do ombro e do braco
H178,Outr cicatrizes e opacidades da cornea
M532,Instabilidades da coluna vertebral
S179,Lesao p/esmag do pescoco parte NE
K449,Hernia diafragmatica s/obstrucao ou gangrena
P12,Lesao do couro cabeludo dev traum de parto
W387,Fazenda
L551,Queim solar de 2.grau
X007,Fazenda
S962,Traum musc intrinseco tendao nivel tornoz pe
F912,Disturbio de conduta do tipo socializado
X516,Areas industriais e em construcao
C951,Leucemia cronica de tipo celular NE
Z742,Necess assist domic nenh pessoa lar
O900,Ruptura da incisao de cesariana
X138,Outr locais espec
W592,Escolas outr instit areas admin publica
E140,C/coma
F021,Demencia na doenc de Creutzfeldt-Jakob
I669,Oclusao e estenose de arteria cerebral NE
Z13,Exame especial rastr de outr transt e doenc
E119,S/complic
Z530,Proced nao realizado dev contra-indicacao
A288,Outr doenc bacter zoonoticas espec NCOP
Q937,Delecoes c/outr rearranjos complexos
T809,Complic NE subseq infus transfus injec terap
J341,Cisto e mucocele de seio paranasal
P352,Infecc congen p/virus do herpes
M814,Osteoporose induz p/drogas
N44,Torcao do testiculo
X70,Lesao autoprov intenc enforc estrang sufoc
M258,Outr transt articulares espec
X469,Local NE
C498,Lesao invasiva tec conjuntivo e tec moles
A959,Febre amarela NE
O654,Obstr trab parto dev desprop feto-pelvica NE
T092,Luxacao entorse distens artic lig NE tronco
B220,Doenc p/HIV result em encefalopatia
D300,Rim
P39,Outr infecc especificas do periodo perinatal
R868,Outr achados anormais
F92,Transt mistos de conduta e das emocoes
Q183,Pescoco alado
K37,Apendicite SOE
G248,Outr distonias
L669,Alopecia cicatricial NE
B263,Pancreatite p/caxumba
Y228,Outr locais espec
T003,Traum superf envolv reg mult membros infer
X933,Area p/a pratica de esportes e atletismo
K73,Hepatite cronica NCOP
W255,Areas de comercio e de servicos
M418,Outr form de escoliose
M900,Tuberc ossea
M316,Outr arterites de celulas gigantes
Q358,Fenda palatina NE bilateral
Z974,Presenca de aparelho externo de surdez
M310,Angeite de hipersensibilidade
Q910,Trissomia 18 nao-disjuncao meiotica
T592,Formaldeido
P941,Hipertonia congen
Y247,Fazenda
C577,Outr partes espec orgaos genitais femin
G635,Polineuropatia doenc sistemicas tec conjunt
A207,Peste septicemica
I820,Sindr de Budd-Chiari
F430,Reacao aguda ao stress
W433,Area p/a pratica de esportes e atletismo
E88,Outr disturbios metabolicos
K52,Outr gastroenterites e colites nao-infecc
M190,Artrose prim de outr articulacoes
O755,Demora do parto apos ruptura artif membranas
V171,Passageiro em acid n-trans
X017,Fazenda
S334,Ruptura traum da sinfise pubica
X599,Local NE
I412,Miocardite outr doenc infecc e parasit COP
C97,Neopl malig de localiz mult independentes
Q320,Traqueomalacia congen
Z968,Presenca de outr implantes funcionais espec
B352,Tinha da mao
N111,Pielonefrite obstrutiva cronica
Y760,Disp p/fins diagn ou de monitorizacao
A39,Infecc meningogocica
O261,Ganho de peso insuficiente na gravidez
M816,Osteoporose localizada
O318,Outr complic especificas de gestacao mult
Z269,Necess imuniz contra doenc infecc NE
M01,Infecc diretas artic doenc infec parasit COP
S064,Hemorragia epidural
A155,Tuberc laring traq bronq c/conf bact e hist
Z420,Seguim envolv cirurg plast cabeca pescoco
X979,Local NE
Z503,Reabilitacao de toxicodependentes
T211,Queim de 1.grau do tronco
L578,Outr alt pele dev expos cron rad nao-ioniz
Q269,Malformacao congen NE de grande veia
T093,Traum de medula espinhal nivel NE
A362,Difteria laringea
N428,Outr afeccoes espec da prostata
V306,Passageiro acid trans
Z443,Colocacao e ajustamento protese externa mama
S200,Contusao da mama
L740,Miliaria rubra
N822,Fistula vagina-intestino delgado
R10,Dor abdominal e pelvica
X08,Exposicao outr tipo espec fumos fogo chamas
L568,Outr alt agud esp pele dev rad ultravioleta
Y511,Outr parasimpaticomimeticos
Z951,Presenca de enxerto de ponte aortocoronaria
Q661,Pe torto calcaneovaro
K04,Doenc da polpa e dos tec periapicais
L878,Outr transt da eliminacao transepidermica
A522,Neurossifilis assintomatica
Q104,Ausencia ou agenesia do aparelho lacrimal
V474,Pessoa ao subir ou descer do veic
S151,Traum da arteria vertebral
S234,Entorse e distensao das costelas e esterno
V698,Ocupante outr acid trans espec
P011,Fet rec-nasc afet ruptura prematura membr
I110,Doenc cardiaca hipertensiva c/insuf cardiaca
V366,Passageiro acid trans
H490,Paralisia do terceiro par
O241,Diabetes mellitus pre-exist nao-insulino-dep
Y454,Anti-reumaticos
V199,Ciclista acid trans NE
Y82,Outr disp assoc incidentes adversos e os NE
X106,Areas industriais e em construcao
Y459,Subst analgesicas e antipireticas NE
W921,Habitacao coletiva
S947,Traum de mult nervos ao nivel tornozelo e pe
A491,Infecc estreptococica NE
N079,NE
D749,Metemoglobinemia NE
V281,Passageiro acid n-trans
I35,Transt nao-reumaticos da valva aortica
Y90,Evidencia alcoolismo det p/taxas alcoolemia
E278,Outr transt espec da supra-renal
A540,Inf gon tr genit inf s/abs periur/gland aces
X423,Area p/a pratica de esportes e atletismo
F402,Fobias especificas
M722,Fibromatose da fascia plantar
T835,Inf reac infl dev disp prot impl enx ap urin
V376,Passageiro acid trans
S39,Outr traum e os NE do abdome dorso e pelve
K280,Aguda c/hemorragia
V196,Cicl NE colis outr veic NE mot acid trans
Q78,Outr osteocondrodisplasias
P048,Fet rec-nasc afet outr infl nocivas maternas
E009,Sindr da defic congen de iodo NE
Z966,Presenca implantes articulares ortopedicos
W361,Habitacao coletiva
R452,Tristeza
J155,Pneumonia dev Escherichia coli
K044,Periodontite apical aguda orig pulpar
Y040,Residencia
W685,Areas de comercio e de servicos
J676,Pulmao dos cortadores de casca do bordo
L639,Alopecia areata NE
I848,Hemorroidas NE c/outr complic
Q560,Hermafroditismo NCOP
X976,Areas industriais e em construcao
Z886,Hist pessoal de alergia a agente analgesico
D216,Tec conjuntivo e outr tec moles do tronco NE
O439,Transt da placenta NE
B349,Infecc viral NE
I20,Angina pectoris
M849,Transt NE da continuidade do osso
Y516,Antagonistas alfa-adrenorreceptores NCOP
J673,Suberose
S936,Entorse distensao outr partes e partes NE pe
Z501,Outr fisioterapia
C388,Lesao invasiva coracao mediastino e pleura
F01,Demencia vascular
E144,C/compl neurologicas
Z41,Proced p/outr propositos exc cuidados saude
G60,Neuropatia hereditaria e idiopatica
